myc_van_id,region_name,fo_name,team_name,turf_number
104038180,Region 07 - Iowa City,07C,07C,41
104038204,Region 05 - Waterloo,05B,05B,27
104038602,Region 06 - Cedar Rapids,06B,06B,34
104038694,Region 07 - Iowa City,07C,07C,41
104038741,Region 06 - Cedar Rapids,06B,06B,34
104038836,Region 07 - Iowa City,07C,07C,41
104038894,Region 05 - Waterloo,05B,05B,27
104039101,Region 07 - Iowa City,07A,07A,39
104039224,Region 04 - DSM,04F,04F,24
104039251,Region 03 - Ames,03A,03A,13
104039359,Region 06 - Cedar Rapids,06A,06A,33
104039447,Region 06 - Cedar Rapids,06E,06E,37
104039616,Region 07 - Iowa City,07B,07B,40
104039989,Region 07 - Iowa City,07A,07A,39
104040161,Region 03 - Ames,03A,03A,13
104040163,Region 04 - DSM,04F,04F,24
104040166,Region 04 - DSM,04B,04B,20
104040167,Region 03 - Ames,03A,03A,13
104040171,Region 04 - DSM,04C,04C,21
104040178,Region 04 - DSM,04C,04C,21
104040193,Region 04 - DSM,04C,04C,21
104040200,Region 04 - DSM,04B,04B,20
104040237,Region 01 - Council Bluffs,01A,01A,1
104040380,Region 04 - DSM,04A,04A,19
104040389,Region 08 - Davenport,08D,08D,49
104040404,Region 06 - Cedar Rapids,06E,06E,37
104040430,Region 06 - Cedar Rapids,06E,06E,37
104040433,Region 04 - DSM,04B,04B,20
104040438,Region 04 - DSM,04C,04C,21
104040458,Region 04 - DSM,04A,04A,19
104040734,Region 03 - Ames,03B,03B,14
104040833,Region 03 - Ames,03B,03B,14
104040846,Region 04 - DSM,04C,04C,21
104040856,Region 04 - DSM,04F,04F,24
104040869,Region 03 - Ames,03C,03C,15
104040880,Region 04 - DSM,04B,04B,20
104040882,Region 06 - Cedar Rapids,06E,06E,37
104040883,Region 08 - Davenport,08D,08D,49
104040886,Region 05 - Waterloo,05B,05B,27
104040894,Region 04 - DSM,04C,04C,21
104040907,Region 04 - DSM,04D,04D,22
104040911,Region 07 - Iowa City,07C,07C,41
104040916,Region 02 - Sioux City,02D,02D,10
104040917,Region 01 - Council Bluffs,01A,01A,1
104040925,Region 07 - Iowa City,07C,07C,41
104041086,Region 06 - Cedar Rapids,06B,06B,34
104041183,Region 08 - Davenport,08D,08D,49
104041482,Region 03 - Ames,03C,03C,15
104041542,Region 08 - Davenport,08D,08D,49
104041694,Region 07 - Iowa City,07B,07B,40
104041829,Region 04 - DSM,04B,04B,20
104041861,Region 06 - Cedar Rapids,06B,06B,34
104041911,Region 04 - DSM,04F,04F,24
104042112,Region 04 - DSM,04G,04G,25
104042127,Region 07 - Iowa City,07C,07C,41
104042221,Region 06 - Cedar Rapids,06F,06F,38
104042277,Region 03 - Ames,03C,03C,15
104042279,Region 04 - DSM,04A,04A,19
104042284,Region 04 - DSM,04A,04A,19
104042304,Region 04 - DSM,04A,04A,19
104042306,Region 04 - DSM,04A,04A,19
104042348,Region 04 - DSM,04E,04E,23
104042351,Region 04 - DSM,04B,04B,20
104042358,Region 02 - Sioux City,02A,02A,7
104042371,Region 02 - Sioux City,02A,02A,7
104042375,Region 02 - Sioux City,02A,02A,7
104042385,Region 02 - Sioux City,02A,02A,7
104042409,Region 02 - Sioux City,02A,02A,7
104042436,Region 03 - Ames,03B,03B,14
104042454,Region 07 - Iowa City,07C,07C,41
104042471,Region 05 - Waterloo,05A,05A,26
104042475,Region 04 - DSM,04F,04F,24
104042486,Region 04 - DSM,04E,04E,23
104042491,Region 07 - Iowa City,07G,07G,45
104042566,Region 04 - DSM,04D,04D,22
104042573,Region 04 - DSM,04D,04D,22
104042574,Region 04 - DSM,04B,04B,20
104042585,Region 04 - DSM,04D,04D,22
104042596,Region 04 - DSM,04D,04D,22
104042598,Region 04 - DSM,04F,04F,24
104042600,Region 04 - DSM,04D,04D,22
104042602,Region 04 - DSM,04F,04F,24
104042612,Region 04 - DSM,04D,04D,22
104042847,Region 03 - Ames,03B,03B,14
104042848,Region 03 - Ames,03A,03A,13
104042850,Region 04 - DSM,04C,04C,21
104042852,Region 07 - Iowa City,07B,07B,40
104042860,Region 04 - DSM,04A,04A,19
104042868,Region 04 - DSM,04B,04B,20
104042889,Region 02 - Sioux City,02A,02A,7
104042908,Region 02 - Sioux City,02A,02A,7
104042921,Region 02 - Sioux City,02A,02A,7
104042934,Region 02 - Sioux City,02A,02A,7
104042941,Region 02 - Sioux City,02A,02A,7
104042943,Region 02 - Sioux City,02A,02A,7
104042994,Region 04 - DSM,04C,04C,21
104042996,Region 08 - Davenport,08D,08D,49
104042999,Region 04 - DSM,04C,04C,21
104043018,Region 04 - DSM,04F,04F,24
104043020,Region 07 - Iowa City,07G,07G,45
104043023,Region 05 - Waterloo,05B,05B,27
104043210,Region 04 - DSM,04E,04E,23
104043211,Region 04 - DSM,04F,04F,24
104043229,Region 04 - DSM,04A,04A,19
104043243,Region 04 - DSM,04B,04B,20
104043246,Region 04 - DSM,04C,04C,21
104043253,Region 04 - DSM,04D,04D,22
104043256,Region 04 - DSM,04A,04A,19
104043261,Region 03 - Ames,03B,03B,14
104043263,Region 04 - DSM,04D,04D,22
104043271,Region 04 - DSM,04G,04G,25
104043275,Region 04 - DSM,04B,04B,20
104043283,Region 04 - DSM,04C,04C,21
104043286,Region 04 - DSM,04D,04D,22
104043290,Region 04 - DSM,04D,04D,22
104043302,Region 01 - Council Bluffs,01A,01A,1
104043344,Region 04 - DSM,04D,04D,22
104043347,Region 04 - DSM,04G,04G,25
104043363,Region 01 - Council Bluffs,01A,01A,1
104043365,Region 01 - Council Bluffs,01A,01A,1
104043390,Region 04 - DSM,04B,04B,20
104043419,Region 04 - DSM,04E,04E,23
104043434,Region 04 - DSM,04E,04E,23
104043447,Region 04 - DSM,04E,04E,23
104043456,Region 04 - DSM,04B,04B,20
104043640,Region 03 - Ames,03A,03A,13
104043644,Region 03 - Ames,03A,03A,13
104043652,Region 07 - Iowa City,07B,07B,40
104043662,Region 08 - Davenport,08D,08D,49
104043672,Region 04 - DSM,04A,04A,19
104043682,Region 04 - DSM,04A,04A,19
104043716,Region 03 - Ames,03A,03A,13
104043717,Region 04 - DSM,04D,04D,22
104043718,Region 04 - DSM,04E,04E,23
104043719,Region 04 - DSM,04C,04C,21
104043723,Region 04 - DSM,04E,04E,23
104043748,Region 03 - Ames,03B,03B,14
104043752,Region 05 - Waterloo,05B,05B,27
104043774,Region 04 - DSM,04D,04D,22
104043779,Region 04 - DSM,04D,04D,22
104043816,Region 04 - DSM,04C,04C,21
104043817,Region 04 - DSM,04B,04B,20
104043819,Region 04 - DSM,04C,04C,21
104043821,Region 03 - Ames,03C,03C,15
104043830,Region 04 - DSM,04C,04C,21
104043833,Region 04 - DSM,04D,04D,22
104043855,Region 01 - Council Bluffs,01A,01A,1
104043864,Region 04 - DSM,04E,04E,23
104043865,Region 04 - DSM,04B,04B,20
104043888,Region 04 - DSM,04C,04C,21
104043889,Region 04 - DSM,04A,04A,19
104043983,Region 08 - Davenport,08D,08D,49
104044032,Region 04 - DSM,04F,04F,24
104044033,Region 05 - Waterloo,05B,05B,27
104044034,Region 01 - Council Bluffs,01D,01D,4
104044074,Region 08 - Davenport,08A,08A,46
104044079,Region 04 - DSM,04A,04A,19
104044087,Region 06 - Cedar Rapids,06E,06E,37
104044098,Region 03 - Ames,03A,03A,13
104044103,Region 04 - DSM,04B,04B,20
104044254,Region 02 - Sioux City,02A,02A,7
104044655,Region 04 - DSM,04A,04A,19
104044661,Region 04 - DSM,04A,04A,19
104044671,Region 08 - Davenport,08A,08A,46
104044672,Region 04 - DSM,04A,04A,19
104044685,Region 07 - Iowa City,07C,07C,41
104044689,Region 03 - Ames,03A,03A,13
104044699,Region 04 - DSM,04A,04A,19
104044728,Region 02 - Sioux City,02A,02A,7
104044732,Region 04 - DSM,04A,04A,19
104044741,Region 03 - Ames,03A,03A,13
104044764,Region 03 - Ames,03A,03A,13
104044788,Region 02 - Sioux City,02A,02A,7
104044792,Region 02 - Sioux City,02A,02A,7
104044803,Region 02 - Sioux City,02A,02A,7
104044820,Region 02 - Sioux City,02A,02A,7
104044853,Region 01 - Council Bluffs,01A,01A,1
104044855,Region 01 - Council Bluffs,01A,01A,1
104044864,Region 03 - Ames,03A,03A,13
104044865,Region 08 - Davenport,08A,08A,46
104044874,Region 04 - DSM,04C,04C,21
104044878,Region 07 - Iowa City,07A,07A,39
104044902,Region 04 - DSM,04D,04D,22
104045080,Region 03 - Ames,03A,03A,13
104045083,Region 06 - Cedar Rapids,06B,06B,34
104045136,Region 04 - DSM,04A,04A,19
104045137,Region 06 - Cedar Rapids,06B,06B,34
104045141,Region 06 - Cedar Rapids,06B,06B,34
104045146,Region 04 - DSM,04C,04C,21
104045150,Region 07 - Iowa City,07A,07A,39
104045160,Region 04 - DSM,04G,04G,25
104045184,Region 04 - DSM,04C,04C,21
104045192,Region 04 - DSM,04B,04B,20
104045198,Region 04 - DSM,04E,04E,23
104045201,Region 04 - DSM,04C,04C,21
104045226,Region 04 - DSM,04C,04C,21
104045230,Region 04 - DSM,04B,04B,20
104045235,Region 04 - DSM,04G,04G,25
104045236,Region 04 - DSM,04D,04D,22
104045248,Region 04 - DSM,04F,04F,24
104045581,Region 07 - Iowa City,07G,07G,45
104045587,Region 02 - Sioux City,02A,02A,7
104045598,Region 02 - Sioux City,02A,02A,7
104045603,Region 02 - Sioux City,02D,02D,10
104045604,Region 02 - Sioux City,02A,02A,7
104045609,Region 02 - Sioux City,02A,02A,7
104045683,Region 02 - Sioux City,02A,02A,7
104045735,Region 06 - Cedar Rapids,06E,06E,37
104045882,Region 03 - Ames,03A,03A,13
104045884,Region 04 - DSM,04E,04E,23
104045900,Region 03 - Ames,03B,03B,14
104045905,Region 02 - Sioux City,02A,02A,7
104045913,Region 02 - Sioux City,02A,02A,7
104045923,Region 02 - Sioux City,02A,02A,7
104046001,Region 03 - Ames,03C,03C,15
104046002,Region 04 - DSM,04F,04F,24
104046007,Region 01 - Council Bluffs,01D,01D,4
104046020,Region 02 - Sioux City,02A,02A,7
104046024,Region 02 - Sioux City,02A,02A,7
104046038,Region 04 - DSM,04D,04D,22
104046107,Region 02 - Sioux City,02A,02A,7
104046125,Region 02 - Sioux City,02D,02D,10
104046136,Region 02 - Sioux City,02A,02A,7
104046145,Region 02 - Sioux City,02D,02D,10
104046155,Region 01 - Council Bluffs,01A,01A,1
104046181,Region 02 - Sioux City,02A,02A,7
104046183,Region 01 - Council Bluffs,01A,01A,1
104046199,Region 04 - DSM,04E,04E,23
104046206,Region 08 - Davenport,08A,08A,46
104046209,Region 04 - DSM,04D,04D,22
104048377,Region 07 - Iowa City,07G,07G,45
104048759,Region 06 - Cedar Rapids,06F,06F,38
104048808,Region 06 - Cedar Rapids,06F,06F,38
104054248,Region 07 - Iowa City,07G,07G,45
104055588,Region 07 - Iowa City,07C,07C,41
104055827,Region 06 - Cedar Rapids,06E,06E,37
104056648,Region 07 - Iowa City,07G,07G,45
104057908,Region 06 - Cedar Rapids,06B,06B,34
104059484,Region 07 - Iowa City,07A,07A,39
104060328,Region 06 - Cedar Rapids,06F,06F,38
104060334,Region 07 - Iowa City,07C,07C,41
104060338,Region 06 - Cedar Rapids,06E,06E,37
104060341,Region 07 - Iowa City,07G,07G,45
104060343,Region 07 - Iowa City,07B,07B,40
104060351,Region 07 - Iowa City,07C,07C,41
104060359,Region 04 - DSM,04A,04A,19
104060361,Region 07 - Iowa City,07A,07A,39
104060365,Region 07 - Iowa City,07G,07G,45
104060368,Region 07 - Iowa City,07G,07G,45
104060371,Region 07 - Iowa City,07G,07G,45
104060386,Region 08 - Davenport,08D,08D,49
104060395,Region 08 - Davenport,08D,08D,49
104060692,Region 07 - Iowa City,07G,07G,45
104062243,Region 06 - Cedar Rapids,06B,06B,34
104062264,Region 07 - Iowa City,07G,07G,45
104062444,Region 06 - Cedar Rapids,06A,06A,33
104062447,Region 07 - Iowa City,07G,07G,45
104062462,Region 07 - Iowa City,07B,07B,40
104062466,Region 06 - Cedar Rapids,06B,06B,34
104062469,Region 07 - Iowa City,07B,07B,40
104062470,Region 07 - Iowa City,07A,07A,39
104062474,Region 07 - Iowa City,07C,07C,41
104062475,Region 07 - Iowa City,07A,07A,39
104062477,Region 07 - Iowa City,07B,07B,40
104062531,Region 08 - Davenport,08D,08D,49
104062545,Region 03 - Ames,03B,03B,14
104062560,Region 07 - Iowa City,07B,07B,40
104062925,Region 06 - Cedar Rapids,06B,06B,34
104062926,Region 05 - Waterloo,05E,05E,30
104062939,Region 06 - Cedar Rapids,06B,06B,34
104062942,Region 08 - Davenport,08A,08A,46
104062945,Region 08 - Davenport,08A,08A,46
104062948,Region 08 - Davenport,08A,08A,46
104062964,Region 08 - Davenport,08A,08A,46
104062967,Region 08 - Davenport,08D,08D,49
104062972,Region 08 - Davenport,08D,08D,49
104063013,Region 03 - Ames,03A,03A,13
104063020,Region 04 - DSM,04B,04B,20
104063085,Region 05 - Waterloo,05A,05A,26
104063088,Region 05 - Waterloo,05A,05A,26
104063090,Region 05 - Waterloo,05A,05A,26
104063112,Region 08 - Davenport,08D,08D,49
104063115,Region 08 - Davenport,08E,08E,50
104063243,Region 09 - Dubuque,09D,09D,55
104063255,Region 07 - Iowa City,07G,07G,45
104063259,Region 07 - Iowa City,07B,07B,40
104063260,Region 07 - Iowa City,07C,07C,41
104063266,Region 06 - Cedar Rapids,06A,06A,33
104063269,Region 07 - Iowa City,07B,07B,40
104063391,Region 06 - Cedar Rapids,06B,06B,34
104063393,Region 06 - Cedar Rapids,06B,06B,34
104063396,Region 06 - Cedar Rapids,06E,06E,37
104063397,Region 06 - Cedar Rapids,06E,06E,37
104063414,Region 07 - Iowa City,07G,07G,45
104063424,Region 07 - Iowa City,07C,07C,41
104063425,Region 07 - Iowa City,07C,07C,41
104063438,Region 04 - DSM,04G,04G,25
104063453,Region 08 - Davenport,08A,08A,46
104063460,Region 09 - Dubuque,09A,09A,52
104063469,Region 05 - Waterloo,05B,05B,27
104063608,Region 07 - Iowa City,07B,07B,40
104063668,Region 05 - Waterloo,05A,05A,26
104063679,Region 09 - Dubuque,09D,09D,55
104063707,Region 09 - Dubuque,09D,09D,55
104063723,Region 09 - Dubuque,09D,09D,55
104063761,Region 05 - Waterloo,05D,05D,29
104063785,Region 07 - Iowa City,07G,07G,45
104063788,Region 07 - Iowa City,07B,07B,40
104063790,Region 07 - Iowa City,07A,07A,39
104063792,Region 07 - Iowa City,07A,07A,39
104063798,Region 08 - Davenport,08A,08A,46
104063810,Region 08 - Davenport,08D,08D,49
104063813,Region 08 - Davenport,08A,08A,46
104063817,Region 08 - Davenport,08A,08A,46
104063820,Region 08 - Davenport,08D,08D,49
104063822,Region 08 - Davenport,08D,08D,49
104063827,Region 08 - Davenport,08A,08A,46
104063833,Region 08 - Davenport,08A,08A,46
104063877,Region 04 - DSM,04F,04F,24
104063908,Region 06 - Cedar Rapids,06F,06F,38
104063939,Region 02 - Sioux City,02D,02D,10
104063951,Region 06 - Cedar Rapids,06B,06B,34
104063952,Region 09 - Dubuque,09D,09D,55
104063958,Region 09 - Dubuque,09D,09D,55
104063967,Region 09 - Dubuque,09D,09D,55
104063972,Region 09 - Dubuque,09D,09D,55
104064018,Region 05 - Waterloo,05B,05B,27
104064051,Region 08 - Davenport,08D,08D,49
104064055,Region 04 - DSM,04F,04F,24
104064059,Region 09 - Dubuque,09A,09A,52
104064061,Region 04 - DSM,04A,04A,19
104064081,Region 07 - Iowa City,07G,07G,45
104064149,Region 09 - Dubuque,09D,09D,55
104064162,Region 09 - Dubuque,09D,09D,55
104064181,Region 09 - Dubuque,09A,09A,52
104064184,Region 09 - Dubuque,09A,09A,52
104064260,Region 08 - Davenport,08A,08A,46
104064267,Region 09 - Dubuque,09D,09D,55
104064270,Region 09 - Dubuque,09D,09D,55
104064282,Region 08 - Davenport,08A,08A,46
104064285,Region 08 - Davenport,08A,08A,46
104064311,Region 06 - Cedar Rapids,06A,06A,33
104064316,Region 07 - Iowa City,07B,07B,40
104064318,Region 08 - Davenport,08D,08D,49
104064336,Region 04 - DSM,04A,04A,19
104064367,Region 04 - DSM,04C,04C,21
104064417,Region 09 - Dubuque,09D,09D,55
104064422,Region 09 - Dubuque,09D,09D,55
104064437,Region 09 - Dubuque,09D,09D,55
104064460,Region 06 - Cedar Rapids,06F,06F,38
104064493,Region 05 - Waterloo,05A,05A,26
104064494,Region 05 - Waterloo,05A,05A,26
104064502,Region 03 - Ames,03C,03C,15
104064513,Region 08 - Davenport,08D,08D,49
104064521,Region 03 - Ames,03B,03B,14
104064525,Region 04 - DSM,04E,04E,23
104064526,Region 07 - Iowa City,07G,07G,45
104064531,Region 05 - Waterloo,05A,05A,26
104064540,Region 09 - Dubuque,09A,09A,52
104064565,Region 09 - Dubuque,09A,09A,52
104064652,Region 08 - Davenport,08D,08D,49
104064653,Region 08 - Davenport,08A,08A,46
104064660,Region 04 - DSM,04E,04E,23
104064662,Region 09 - Dubuque,09D,09D,55
104064664,Region 09 - Dubuque,09D,09D,55
104064665,Region 03 - Ames,03A,03A,13
104064674,Region 05 - Waterloo,05B,05B,27
104064686,Region 06 - Cedar Rapids,06A,06A,33
104064688,Region 06 - Cedar Rapids,06E,06E,37
104064691,Region 06 - Cedar Rapids,06B,06B,34
104064696,Region 06 - Cedar Rapids,06B,06B,34
104064704,Region 06 - Cedar Rapids,06B,06B,34
104064707,Region 06 - Cedar Rapids,06A,06A,33
104064723,Region 07 - Iowa City,07B,07B,40
104064724,Region 07 - Iowa City,07A,07A,39
104064729,Region 07 - Iowa City,07B,07B,40
104064734,Region 07 - Iowa City,07C,07C,41
104064742,Region 07 - Iowa City,07A,07A,39
104064745,Region 08 - Davenport,08D,08D,49
104064754,Region 08 - Davenport,08D,08D,49
104064759,Region 08 - Davenport,08D,08D,49
104064804,Region 07 - Iowa City,07A,07A,39
104064810,Region 07 - Iowa City,07A,07A,39
104064864,Region 05 - Waterloo,05A,05A,26
104064876,Region 09 - Dubuque,09D,09D,55
104064895,Region 09 - Dubuque,09A,09A,52
104064906,Region 09 - Dubuque,09D,09D,55
104064914,Region 09 - Dubuque,09D,09D,55
104065007,Region 05 - Waterloo,05B,05B,27
104065008,Region 04 - DSM,04C,04C,21
104075314,Region 07 - Iowa City,07A,07A,39
104075350,Region 04 - DSM,04F,04F,24
104076527,Region 06 - Cedar Rapids,06B,06B,34
104076874,Region 04 - DSM,04B,04B,20
104076880,Region 04 - DSM,04C,04C,21
104076911,Region 03 - Ames,03B,03B,14
104076921,Region 04 - DSM,04C,04C,21
104076927,Region 04 - DSM,04E,04E,23
104076928,Region 04 - DSM,04F,04F,24
104076948,Region 03 - Ames,03A,03A,13
104076952,Region 04 - DSM,04F,04F,24
104076954,Region 04 - DSM,04A,04A,19
104076992,Region 05 - Waterloo,05A,05A,26
104079962,Region 03 - Ames,03C,03C,15
104082679,Region 04 - DSM,04B,04B,20
104083054,Region 06 - Cedar Rapids,06E,06E,37
104083993,Region 03 - Ames,03B,03B,14
104084353,Region 05 - Waterloo,05A,05A,26
104084650,Region 07 - Iowa City,07B,07B,40
104084656,Region 05 - Waterloo,05B,05B,27
104084700,Region 07 - Iowa City,07B,07B,40
104086095,Region 05 - Waterloo,05B,05B,27
104086314,Region 07 - Iowa City,07B,07B,40
104086338,Region 07 - Iowa City,07B,07B,40
104086368,Region 07 - Iowa City,07B,07B,40
104087441,Region 04 - DSM,04E,04E,23
104087678,Region 04 - DSM,04C,04C,21
104088049,Region 04 - DSM,04F,04F,24
104088111,Region 09 - Dubuque,09D,09D,55
104088481,Region 03 - Ames,03A,03A,13
104088980,Region 09 - Dubuque,09D,09D,55
104089173,Region 03 - Ames,03A,03A,13
104090779,Region 03 - Ames,03C,03C,15
104090990,Region 05 - Waterloo,05B,05B,27
104092262,Region 04 - DSM,04C,04C,21
104094568,Region 02 - Sioux City,02A,02A,7
104094974,Region 03 - Ames,03A,03A,13
104094983,Region 04 - DSM,04A,04A,19
104094991,Region 03 - Ames,03B,03B,14
104095007,Region 04 - DSM,04F,04F,24
104095033,Region 04 - DSM,04C,04C,21
104095081,Region 04 - DSM,04A,04A,19
104095133,Region 04 - DSM,04F,04F,24
104095170,Region 03 - Ames,03E,03E,17
104095194,Region 07 - Iowa City,07G,07G,45
104095270,Region 04 - DSM,04C,04C,21
104095275,Region 04 - DSM,04B,04B,20
104095280,Region 04 - DSM,04G,04G,25
104095298,Region 03 - Ames,03B,03B,14
104095300,Region 04 - DSM,04F,04F,24
104095761,Region 03 - Ames,03B,03B,14
104095793,Region 03 - Ames,03B,03B,14
104095847,Region 04 - DSM,04C,04C,21
104095848,Region 04 - DSM,04B,04B,20
104095858,Region 04 - DSM,04A,04A,19
104095888,Region 07 - Iowa City,07A,07A,39
104095896,Region 04 - DSM,04C,04C,21
104095907,Region 03 - Ames,03B,03B,14
104095928,Region 04 - DSM,04C,04C,21
104095935,Region 06 - Cedar Rapids,06F,06F,38
104095951,Region 03 - Ames,03C,03C,15
104095990,Region 04 - DSM,04D,04D,22
104096013,Region 04 - DSM,04E,04E,23
104096018,Region 04 - DSM,04B,04B,20
104096027,Region 03 - Ames,03E,03E,17
104096044,Region 04 - DSM,04C,04C,21
104096066,Region 03 - Ames,03E,03E,17
104096072,Region 03 - Ames,03E,03E,17
104096082,Region 03 - Ames,03E,03E,17
104096134,Region 04 - DSM,04C,04C,21
104096145,Region 04 - DSM,04C,04C,21
104096194,Region 04 - DSM,04D,04D,22
104096296,Region 04 - DSM,04C,04C,21
104096331,Region 03 - Ames,03B,03B,14
104096334,Region 04 - DSM,04C,04C,21
104096402,Region 07 - Iowa City,07G,07G,45
104096403,Region 07 - Iowa City,07C,07C,41
104096418,Region 03 - Ames,03B,03B,14
104097654,Region 03 - Ames,03C,03C,15
104100624,Region 04 - DSM,04C,04C,21
104114189,Region 08 - Davenport,08D,08D,49
104114208,Region 04 - DSM,04F,04F,24
104114213,Region 04 - DSM,04C,04C,21
104114275,Region 05 - Waterloo,05A,05A,26
104114313,Region 04 - DSM,04C,04C,21
104114386,Region 09 - Dubuque,09D,09D,55
104114406,Region 08 - Davenport,08E,08E,50
104249773,Region 04 - DSM,04D,04D,22
104249883,Region 03 - Ames,03C,03C,15
104249949,Region 03 - Ames,03C,03C,15
104250669,Region 07 - Iowa City,07A,07A,39
104251218,Region 07 - Iowa City,07A,07A,39
104251243,Region 04 - DSM,04D,04D,22
104251245,Region 04 - DSM,04C,04C,21
104251247,Region 06 - Cedar Rapids,06E,06E,37
104251617,Region 03 - Ames,03A,03A,13
104251734,Region 07 - Iowa City,07G,07G,45
104251748,Region 07 - Iowa City,07G,07G,45
104251770,Region 08 - Davenport,08D,08D,49
104251772,Region 07 - Iowa City,07B,07B,40
104251774,Region 03 - Ames,03A,03A,13
104251782,Region 05 - Waterloo,05A,05A,26
104251786,Region 03 - Ames,03C,03C,15
104251795,Region 07 - Iowa City,07A,07A,39
104251799,Region 07 - Iowa City,07G,07G,45
104251811,Region 04 - DSM,04G,04G,25
104251833,Region 08 - Davenport,08A,08A,46
104251853,Region 07 - Iowa City,07G,07G,45
104251857,Region 07 - Iowa City,07G,07G,45
104251886,Region 07 - Iowa City,07B,07B,40
104251961,Region 04 - DSM,04C,04C,21
104251967,Region 07 - Iowa City,07G,07G,45
104251973,Region 07 - Iowa City,07G,07G,45
104251999,Region 07 - Iowa City,07A,07A,39
104252000,Region 07 - Iowa City,07G,07G,45
104252026,Region 06 - Cedar Rapids,06E,06E,37
104252241,Region 06 - Cedar Rapids,06B,06B,34
104252386,Region 03 - Ames,03A,03A,13
104252480,Region 04 - DSM,04C,04C,21
104252492,Region 02 - Sioux City,02A,02A,7
104252497,Region 06 - Cedar Rapids,06B,06B,34
104252523,Region 03 - Ames,03A,03A,13
104252530,Region 04 - DSM,04G,04G,25
104252531,Region 03 - Ames,03A,03A,13
104252533,Region 01 - Council Bluffs,01A,01A,1
104252534,Region 01 - Council Bluffs,01A,01A,1
104252536,Region 04 - DSM,04G,04G,25
104252540,Region 02 - Sioux City,02D,02D,10
104252565,Region 06 - Cedar Rapids,06B,06B,34
104252581,Region 09 - Dubuque,09A,09A,52
104252594,Region 05 - Waterloo,05A,05A,26
104252605,Region 05 - Waterloo,05B,05B,27
104252606,Region 04 - DSM,04A,04A,19
104252607,Region 03 - Ames,03B,03B,14
104252609,Region 01 - Council Bluffs,01A,01A,1
104252620,Region 04 - DSM,04D,04D,22
104252626,Region 06 - Cedar Rapids,06B,06B,34
104252631,Region 04 - DSM,04C,04C,21
104252634,Region 01 - Council Bluffs,01A,01A,1
104252643,Region 08 - Davenport,08E,08E,50
104252645,Region 03 - Ames,03A,03A,13
104252650,Region 02 - Sioux City,02A,02A,7
104252654,Region 03 - Ames,03B,03B,14
104252656,Region 01 - Council Bluffs,01A,01A,1
104252658,Region 08 - Davenport,08D,08D,49
104252663,Region 07 - Iowa City,07G,07G,45
104252670,Region 03 - Ames,03B,03B,14
104252674,Region 04 - DSM,04F,04F,24
104252688,Region 05 - Waterloo,05A,05A,26
104252701,Region 06 - Cedar Rapids,06B,06B,34
104252703,Region 07 - Iowa City,07C,07C,41
104252706,Region 04 - DSM,04D,04D,22
104252749,Region 08 - Davenport,08D,08D,49
104252752,Region 01 - Council Bluffs,01A,01A,1
104252756,Region 04 - DSM,04D,04D,22
104252766,Region 04 - DSM,04C,04C,21
104252788,Region 06 - Cedar Rapids,06F,06F,38
104252803,Region 07 - Iowa City,07C,07C,41
104252817,Region 01 - Council Bluffs,01A,01A,1
104252829,Region 08 - Davenport,08E,08E,50
104252834,Region 08 - Davenport,08D,08D,49
104252863,Region 09 - Dubuque,09D,09D,55
104252872,Region 06 - Cedar Rapids,06E,06E,37
104252908,Region 01 - Council Bluffs,01D,01D,4
104252911,Region 04 - DSM,04F,04F,24
104252914,Region 04 - DSM,04E,04E,23
104252916,Region 04 - DSM,04G,04G,25
104252919,Region 01 - Council Bluffs,01A,01A,1
104252932,Region 06 - Cedar Rapids,06B,06B,34
104252947,Region 04 - DSM,04C,04C,21
104252959,Region 08 - Davenport,08E,08E,50
104252961,Region 04 - DSM,04B,04B,20
104252969,Region 06 - Cedar Rapids,06E,06E,37
104252974,Region 06 - Cedar Rapids,06E,06E,37
104252978,Region 07 - Iowa City,07C,07C,41
104252986,Region 04 - DSM,04B,04B,20
104252990,Region 04 - DSM,04A,04A,19
104252991,Region 05 - Waterloo,05B,05B,27
104252994,Region 08 - Davenport,08D,08D,49
104252995,Region 07 - Iowa City,07B,07B,40
104252997,Region 04 - DSM,04C,04C,21
104252998,Region 05 - Waterloo,05B,05B,27
104253008,Region 05 - Waterloo,05E,05E,30
104253026,Region 03 - Ames,03C,03C,15
104253031,Region 05 - Waterloo,05A,05A,26
104253032,Region 02 - Sioux City,02A,02A,7
104253059,Region 02 - Sioux City,02D,02D,10
104253060,Region 04 - DSM,04B,04B,20
104253068,Region 04 - DSM,04D,04D,22
104253084,Region 02 - Sioux City,02A,02A,7
104253094,Region 07 - Iowa City,07C,07C,41
104253097,Region 03 - Ames,03A,03A,13
104253103,Region 03 - Ames,03C,03C,15
104253110,Region 05 - Waterloo,05E,05E,30
104253111,Region 06 - Cedar Rapids,06E,06E,37
104253112,Region 08 - Davenport,08E,08E,50
104253124,Region 04 - DSM,04C,04C,21
104253136,Region 01 - Council Bluffs,01A,01A,1
104253143,Region 07 - Iowa City,07A,07A,39
104253144,Region 08 - Davenport,08D,08D,49
104253149,Region 09 - Dubuque,09D,09D,55
104253151,Region 04 - DSM,04C,04C,21
104253152,Region 07 - Iowa City,07B,07B,40
104253162,Region 03 - Ames,03C,03C,15
104253163,Region 04 - DSM,04A,04A,19
104253171,Region 03 - Ames,03C,03C,15
